,review
900,original society tea blue packet better one salty taste make tea horrible premium quality price increased deteriorated quality
901,leaves hairs dry wash compulsary use conditioner
902,cintol years premium soap moisturizer etc good sent soap lasts long sometimes feels long use
903,got genuine product good packaging safely handled using band since month face issue battery life performance functionalities like distance heart rate calorie steps tracker accurate time displays call whatsapp texts notifications connected band iphone idea performs differently connected android smartphones battery life almost days fully charged sensors inside watch work finely band helps find phone lost tracks sleep time well displayed phone hope helpful
904,using tata tea premium regulary bought tata tea gold give try see strong flavour aroma tastes something different however could feel much difference rather less like premium tea infact premium better
905,first time ordered got fake watch confirmed shopkeeper weight matched colour variation serial number logo contacted amazon customer care service returned days reordered watch finally got original fastrack watch hope review helpful goutham kittu
906,hello everyone please buy product looking moisturizer works great moisturizer job claims iam writing review month usage realised product ml available original website mamaearth figured purchasing ml original website mamaearth ingredients compare ingredients ml ml ml contains chemicals ml consists essential oils great scent ml bottle great smell coz chemicals added ml bottle smell essential oils might like hardly chemical added figured using ml purchased amazon used exactly month bottle got looking buy another one went mamaearth original site figured would recommend compare ingredients buy amazon
907,poor quality seems adulterated fake product
908,quality ok expect tata tea gold tajmahal type taste quality average dust tea average taste aroma
909,ok
910,wonderful product using little produces enough lather
911,godrej failed deliver quality expected perfume spray lasted days day gas coming refill smell perfume less getting kind perfume smell room buy also wrote complaint godrej consumer products regarding issue selling inferior quality product meets reputation
912,leaves hairs dry wash compulsary use conditioner
913,bought product experiencing bad prickly heat thought menthol would help although feel minty feeling hoping still well pleased scent nice refreshing bearing like used males medicinal smelling feel though skin dry cracking prickly heat symptoms gone like product suggesting friends family
914,taste good got good taste juice consumption good practice health
915,basically chocolate everyone first tasted badly regretted buying tasted nowhere near chocolate would find market even slightest hint kind sweetness people would find gross ate could feel richness realised decadent chocolate chocolate
916,love longetivity product purple could find every semi permanent dyes first time using product turned really pretty bleach hair twice important bleach hair level total blonde dilute colour always take ratio blonder developer get best results
917,fack product money westeg
918,received opened product bottles less quantity fear may duplicate contaminated since already opened himalaya powder good product one received good may problem seller amazon guidelines appointing seller
919,patanjali always awesome
920,much better dettol burn doctor recommended dettol anyway use multiple ways regular use cuts bruises use add floor wash bucket cleaning needs
921,worst thing buy waste money land soap lead dry skin bath feel like using using name like millennium soap make soap millennium buy products like nutregena forest essential rather buying particular soap
922,bakwas product jab product mere pass aya date par ho chuka tha baby ke sath kyu khel rahe ho amazon
923,writing review using around days seems natural chemical free gentle skin job cleaning skin properly contains tea tree one favourite ingredients skin care give try definitely better chemicals containing face washes even affordable compared natural brands available market
924,always used dettol handwash pink one always better using personally feel soften dettol handwash smell also better foam development better dettol
925,product good paid mrp n
926,tea rs per kg contain dust rate add dust ctc granules margin business still company providing sub standard ctc instead bopsm going yo buy
927,display big expected also functionality wise options also display horizontal perpendicular hand difficult view way used time time returned day received comments portions noticed steps tracker updates lately step step update updating time intervals expected conventional wristbands today market
928,godrej failed deliver quality expected perfume spray lasted days day gas coming refill smell perfume less getting kind perfume smell room buy also wrote complaint godrej consumer products regarding issue selling inferior quality product meets reputation
929,like band giving almost accurate heart rate good battery life good amoled top decent look broad daylight reading may improved audio integrated give exciting feel factor
930,berry flavoured blast kids love best part perfectly fine swallow made safe ingredients toothpaste introduce kids mamaearth berry blast toothpaste safe toxin free kids love berry taste brushing one best flouride free tooth pastes available kids buying right away
931,review maggi review maggi iconic anyone born review pack better large packs store open lasts longer regular pack eight closed disadvantage plastic usage regular pack tenconclusion going consume maggi longer period time one finish pack ten within week buy regular large packs saves plastic pollution
932,never purchased variety always used dettol antiseptic liquid lock vanished local medicine stores moved online even difficult get one also however lots attempt got using shaving purpose think equally good antiseptic variety leaves freshness felling washing face leaves refreshing fragrance mixed bathing water much pleased using variety buy future
933,bought thrice love
934,amul old trusted brand typically purchase mother dairy amul ghee depending upon one better price per kg offer usual good quality ghee issues amazon good delivery mumbai prime pantry complaints go disappointed
935,stars product write negative review product received overpriced product whereas print price less also manufacturing expiry dates erased intentionally
936,bought hair oil viewing many good comments product good enough first expensive second thing amount product low half bottle yes bottle completely filled oil cheating customers mamaearth trust fool people know brand good enough going buy product brand thumbs mamaearth onion oil
937,good n long lasting scent ok ok product
938,ten sachets pack along measuring cup ml water make one cup tea per sachet taste individual preference found tea made girnar sachets tasty
939,careful image misleading looks like offering diff sizes talcum powder whereas seller gives one large size expecting receive diff sizes talcum powder big shock think seller must take note provide correct product image
940,indefinite lockdown paneer definitely saviour best part expiry date almost days helps stock store paneer use need actually possible fresh dairy paneer soft like fresh paneer still tastes good enough made tandoori chinese recipes using block paneer keep reordering
941,ok price fragrance average
942,good
943,paper boat juices excellent poor availability amazon packet received totally damaged
944,tried product majorly name ingredients first time company able get product based ancient secret recipes dadi nani person like super dry skin perfect product hydrates skin thoroughly gives instant freshness like way ubtan gives good super dry super sensitive skin loved product kudos mamaearth amazing thought behind product
945,amazing fragrance
946,guys cant believe really work face like magic love memaearth bye bye one see n pic much difference brought feb march month face spots lighten n face became fair n dark spots r less love memaearth plz go n try value money
947,ends gives beautiful colour used style n brown lesser time orangish kept fr long orange golden u experience storbing home cheap rate great results use britt simply wherever u want gloved n damge hair takecare u oil spa regularly lighter hair tends look rough go follow instructions given usage change ur look mts
948,amul famous slogan ofcourse favourite utterly butterly delicious amul
949,easy operate installation head breaking thing repeated calls godrej customer care finally came days charged rupees installation good small stuff light weight hence needs mounted cupboard wall otherwise light enough carried run best thing got deal
950,nice watch price wonderful happy purchase
951,tempered product seal broken developer bottle shampoo conditioner even shampoo oil disappointed
952,one best disinfectant ever used strong menthol smell love multipurpose liquid used clean laundry wipe floor used shaving cleanse razor kitchen bathroom cleaning added bathing water taking bath mind menthol smell mind good old detail antiseptic liquid comes clear bottle green cap handy cuts wounds disinfectant liquid used household cleaning use washing machine along normal liquid detergent let tell clothes smell amazing wash would recommend try like strong menthol smell love stars product
953,good product
954,nice fragerance bought different varient pure sandalwood oil used using sandalwood varient good improving skin complexion update rose n jasmine typeone oldest brand
955,trying different onion oil hair hair healthy product literally changed texture scalp really happy results comes nice colorful packaging definitely recommend one everyone looking onion oil reviews follow instagram insi lovemyself
956,recently visited relative dubai tasted society masala tea st time simply loved found real ingredients like cinnamon cardamom ginger etc written box ordered tea india got back shocked see real ingredients box says added flovors disgusting find sold india exported abroad totally different wish could return tea unfortunately amazon accept return food items
957,product worst using duplicate ghee parcel mixed many things ghee threw outside hate
958,firstly thanks amazon delivering essential items lockdown red zones impossible think online product deliveries current situation issues product
959,product gives burning sensation forget removal wrinkles ageing signs even got red pathes rashes face days use huge himalaya fan product big
960,received product safe n intact first time received old dated products tea powder month older ketchup also month older ketchup used within month kg ordered sir order purchased tata tea powder two months ago product received mfg date received mfg productsloosing faith grocery order
961,first thought great value low price using realised fake one guys product diluted better give money buy real product rather saving money getting fake one
962,tasty tea using long
963,bought came search vegan lotion however continue buying lightweight quickly absorbed live desert impressed much hydrates skin thank amazon
964,tried making whipping cream really turned well used cake decoration turned really well
965,full chamical
966,perfect look bought friend color combination fab goes indian western outfits casual professional look amazing product
967,biscuits crushed throw half biscuit dusts total loss bought amazon prime unhappy purchase
968,go bought dad using year titan watch durable maintenance service battery hasnt died yet go price also reasonable
969,really started appreciating brand product made really works well best part made safe ingredients baby soap enriched goodness goat milk oatmeal shea butter coconut based cleanser skin toddler feels soft bath shape soap perfect little one hold well tears formula soap working great gentle skin fragrance amazing highly recommend moisturizing bath mommies daddies specially recommend toddlers phase want independent bath
970,fantastic product must essentials leaves good frangrance clothes ofcourse hygeine wise plys marks
971,packet looks like leaked wet open seal fragrance last days starts strong smell within week fades
972,good using sometimes cause faceburn slightly skin highly sensitive may bcoz
973,zero rating old outdated soaps packaged teared box opened already request amazon plz take back may cause skin disease plz though policy otherwise contact consumer court product quality planning pan test product
974,tata agni tea value money mrp overall good buy recommend buy product go cheaper tea
975,good
976,damaged product found seal broken difference quantity bottle
977,best product kids
978,gem father wrist years seen moderate use lot water lashes titan survivor father loves change leather straps due excessive use available cheap worth value
979,acne prone oily skin thought product help reducing also stop breakouts reviewing month use product use
980,
981,convenient store one need buy every day assured quality curd fantastic store ltrs forget days
982,satisfy expectations less fragrance quality upto mark brands good check
983,looks really nice great wear formals surprise gift satisfied product
984,looking nice
985,someone like always fancied upon getting hair getting coloured see people colored highlighted hair going parlor salon always hard budget living working middle class family finally decided get packets hair highlighter research surfing various youtube videos coming product let review pros gives good color highlights kept minutes note minutes enough dark black hair color stays months lightens time months applying hair color would suggest use henna mehendi hour hairs nourish hair also give good result highlighted hairs personal tip satisfied colored highlighted hair want remove use anti dandruff shampoo times washing hair also godrej hair dye black available powder sachet also effective removing highlights cons one sachet enough even short hair purchase sachets want proper results note girl shoulder length hair would suggest sachets give much highlighted effect want get noticed others normal hair like chemical hair color damages hair makes hair rough verdict ok give try want color highlight hair home would rather suggest spending bucks get hair highlighted parlor salon better results find review helpful please click yes helpful button
986,initially watch working fine month stopped working thought might battery issue even battery replacement working internal parts wheels made plastic outrside looks sturdy waste cheap product
987,using society since many yearsalways taste flavour
988,good
989,discount rs complaints amazon delivered peak covid thank delivery person soap tried tested one best available india summer season deo
990,like day date system watch leather belt watch sogood belt could soft
991,air freshener smells good
992,vegetables fruit turned black next day uv treatments sure tubes give access exposure worried good idea use vegetables sanitization
993,good looks premium dial bigger thought worth price probably steal deal go
994,goid quality mixed perfect fast service amazon proud amazon buyer
995,good watch bought reasonable price sale
996,tasty tea using long
997,fastrack best amazing watch stylish also pure value money
998,package product cap shown picture naturally leaking box sure originality item returnable policy understood nature product cases option return damaged product bought item cloudtail expect better experience
999,bitterresssssssstttt tastes bitter sugarhaving piece ordered finish months time eat medicine dark chocolate loverslots minerals good source antioxidants lowers bad cholesterols numerous benefits google friends good heart high bp diebetic patients give father also may work antidepressant sweetner nutrient rich food first days difficult eat good health wealth great work amul fit india movementdo discontinue production chocolate amul like cocoa retain permanent product please give micronutrients information also chocolate
1000,good
1001,superb shampoo soft n delicate hair using years
1002,received order thats past one year mfg date current mfg date product sended
1003,love light texture light scent excellent results keeps looking youthful course miracles slow aging process feel removed expression lines starting show using quite almost year best product tried kind use makeup straight top fine
1004,overall good deal packing good swellings due pressure buildup complaints got rs cans highly recommended hope review helpful
1005,sexy smart watch many new features
1006,face wash amazing guys oily skin every face breaks first time used within wash pimples gone jocking guys face wash wonders use two times daily waking morning going bed using two months single pimple past two months every oily skin acne prone beauties recommend facewash
1007,love seriously mean selecting sure got gf long time gf said u made good choice got happy n seeing happy became happy thankzz amazon quality products
1008,matter think patanjali products good best ghee smell taste quality must every kitchen
1009,classic watch formal occasions satisfied quality product service amazon
1010,goid quality mixed perfect fast service amazon proud amazon buyer
1011,looking like tigress love
1012,good quality hard paneer
1013,sexy smart watch many new features
1014,good
1015,good
1016,overall happy product want maintain freshness toilet area make sure buy little quantities product last longer frank opinion complaints fragrance would surely love go check good product disappoint
1017,damaged piece
1018,horrible product normal skin tends dry winters ordered march enjoy healthier skin search herbal product decided order regret skin rashes happens daz use could infer rashes becoz facewash skincare products reading review plz dont waste ur money get trapped marketing gimmick
1019,nice stylist belt excellent found weight g buying actual weight g
1020,never used hair color white hairs husband recommended streax hair color soft gel composition allow colour spread easily mild gentle hair say awesome using hair become soft color also looks natural
1021,love smell beautiful product good packaging thanks amazon also
1022,using product yr product received diffrent smell consistency doubt original product ml usual ml
1023,scope provided jar quotes use scope provided didnt receive measuring scope
1024,one best baby lotion market got rs himalaya need write anything quality himalaya products always best class
1025,ubtan facewash made turmeric liqurice extract excited use heard first time facewash ubtan helps removing dead cells gives glow skin helpful product repair sun damage tan protect skin tanning
1026,great
1027,goodness great taste like buy market good quality fresh material good packing bad point noticed rated staroverall remark purchase without doubt like use seeing price amazon well market price
1028,good product
1029,seal cap opened received also quantity seem less actually written product seal opened
1030,packet torn seems eaten eat shocked see poor quality check delivery kindly replace refund
1031,product detailed images soap cover different image look product image upload image old cinthol soap little better cinthol soap scent also less old soap good price range
1032,tea light flavour tastes good people prefer strong flavour tea like
1033,good product winters extremely dry skin smells gud leaves skin soft supple n pea size product enough used wet face gives little lather good facewash price using one month
1034,exchange best price market everything went well doubt fact product delivered promised date quality good
1035,flavour aroma amazing simply mixing water gives thin consistency mix spoon milk powder get thickness milk feels like real tea also cheaper even wholesale pack compared companies
1036,prefer tata tea brooke bond taj mahal mild taste fresh aroma gives soothing effect relishes small quantity sufficient making tea play around basic tea taste consumed milk without itthe issue packaging would preferred plastic box packaging price would actually help preserving aroma prevent moisture one best tea everyday use cheers
1037,excellent dilute premix tried till time good test perfect difference found compare daily tea prepared tea milk sugar masala
1038,lots burning sensation definitely chemicals
1039,highest tfm content grade soap recommended doctors though nivea launched soap flagship india days back fact might beaten cinthol terms quality price range cinthol best quality soap determined tfm content almost nivea cinthol nivea also moisturizes skin within along cleansing anyways best soaps available market little price differences please use soaps like pears fooling indian customers lowest tfm content google info
1040,superb love day started using works like charm skin soft new born baby receive loads compliments day day thank much himalaya herbals big thanks amazon lovely packing packaging product well timely delivery found review helpful please click helpful let know divine thanks blessed
1041,love seriously mean selecting sure got gf long time gf said u made good choice got happy n seeing happy became happy thankzz amazon quality products
1042,sheer waste money milk got curdled last two occasions ordered appears delivering packets hot season without adequate precaution spoils milk although packet states refrigeration required till opened however also mentions packets stored cool place thus careless transportation ordinary vehicle hot weather bound adverse impact milk
1043,tea great delivery charges ruins whole taste feels iy aint orth mrp delivery charges make double price thus worth
1044,product packaging
1045,tata tea agni good looking good less priced option tea tea strong add large qty make tea strong looking price best price kg lowest market using last months recommended
1046,someone already opened
1047,go bought dad using year titan watch durable maintenance service battery hasnt died yet go price also reasonable
1048,tea great delivery charges ruins whole taste feels iy aint orth mrp delivery charges make double price thus worth
1049,super product
1050,awesome packaging done amazon product review pros easy carry touch screen absolutely smooth working mini safe primitive touch screen run volt battery well awesome developers designers done great job creating sleek stylish safe cons although safe looks great much space place enough valuables u place mobile wallet wristwatch space done inner layer safe made grossest material rough scratch back side iphone placed carefully wiring safe done better default battery provided gp volt alkaline battery mine pretty much messyso sum fine product occasional use routine thrifty enough spend bucks batteries stylish look
1051,easy operate installation head breaking thing repeated calls godrej customer care finally came days charged rupees installation good small stuff light weight hence needs mounted cupboard wall otherwise light enough carried run best thing got deal
1052,uselees teadont know method
1053,terrific scent pinkish yellowish colour white colour feel long n last think package design changed sure genuine product highly recommended go ur choice sandal good brand half price ponds n santoor
1054,always favourite accompaniment evening tea
1055,omron digital thermometer offers safe accurate quick temperature reading using last years eliminates worries broken glass mercury hazards used oral rectal underarm temperature measurement digit degree celcius degree fahrenheit display degree increment gives pleasant beep measurement completed auto function approximately minutes use minutes used
1056,antiseptic like regular dettol disinfectant used mobbing floors used shaving purposes
1057,himalaya babycare baby lotion specially formulated restore skin natural beauty great product enriched almond oil restore skin moisture olive oil improves skin luster yashtimadhu country mallow soothes skin contains herbal actives perfect baby skin highly recommend
1058,fragrance really freshening aroma could felt even opening parcel got
1059,know bottle duplicate discounted son daughter instant hair loss threw reverted johnson hair loss stopped another days use
1060,milk got spoiled boiled upto mark
1061,returned product manufactured june buy nd oct expired one
1062,got delivery day thank amazon really appreciate talking watch worth every penny although little heavy looks killer go bought family member like comes year warranty pretty good
1063,love digital safe locker put important stuff inside box good thing bulky material also good seems strong heavy easy install mounted fixed put inside almera feel safer keeping cash passport valuable stuff lookwise also classy touch proper colored led display works battery power consumption low set passcode digits like beep sound whenever press keys addition also emergency keys overall calm ever since digital safe arrived course manage things peace mind according needs earlier never ever used kind digital safe started using found exactly expected truly big value money would highly recommend product everyone read review greets please click helpful button like review thank
1064,awesome product truly genuine good skin
1065,best always
1066,start safe arrived low battery message meaning could anything else go get new batteries brand new item get things order safe works well serves purpose however manual provided obsolete instructions match product solutions posted online either want program safe figure customer service personnel helpful either kept trying force get technician come house cost rs program device completely defeats purpose online shopping fall rather ridiculous big brand like godrej case anyone else needs program home code able hope works instructions indicate press actually means lock instructions indicate try pressing clear every time pressed got error message go steps listed change personal code home mode need access programming pg code means different features program go steps change numbers suit get last digit instructions written book figure last digit change going programming changing last number able go back change personal code home mode set password lock go back programming change last digit back originally good luck
1067,good
1068,okay product
1069,good product liked
1070,bad product hair falling increase much order shampoo mask oil nothing stop hairfallafter wash hair falling badly
1071,one best products highly recommended
1072,though pricey quality comes price free chemicals healthy option skin gives results acne prone face days cleanses face well quantity required also less b face wash years come
1073,nice good fragrance using hair wow smooth overall good
1074,mom favorite brand godrej wife choose model buy one recently received product amazon delivery good delivery boy never ask money really good professional buy verify price local also godrej shop price product rupee amazon get k suggestion never buy product local shops also pay extra money toli vara delivery charges might give extra ice tray still amazon best pros cons providepros beautyfull colorfull look direct cool large vegetables rack absolute zero noise cons backside open remove water store clean water one ice tray ice lover feel sad recently get one review post another review use month till stay tune searching reading reviews
1075,new mom trust every second important society one minute tea saves lot time wait tea boil anything cup hot water tea bag need
1076,good product
1077,loved product comparison right market flavour chocolate milk drink hersheys chocolate syrup come close expensive different purpose
1078,nice dial looking awesome liked much
1079,soap feels good appears bit hard although price wise cheap personally like
1080,good quality rates less
1081,great shampoo sulfate free mild soothing fragrance make sure take lot usually feel sufficient also rub palms together create soft lather rub scalp hair important really useful curly hair gentle enough little one
1082,fastrack best amazing watch stylish also pure value money
1083,big fan mama earth products generally places order nykaa time thought giving try amazon highly disappointed product seems like copied product original mama earth scent bad cream broke badly like original product expect product pricier side
1084,curly hair recovering heat damage hence went natural months ago needed cg friendly shampoo one job consistency thick like shampoo clear liquid since baby shampoo adult may require good ml shampoo one time use given price worth leaves hair scalp feeling clean
1085,product himalaya baby products good par johnson products almost half price baby powder exception although used calming j j baby smell smell seem like good enough overall product job packaging need little improvement package crushed product safe delivery always time
1086,good
1087,bad product code work suddenly trying open override key n open tried calling customer care n say charged rs technician visit months bought bad product
1088,received cans coke one seemed lighter normal immediately clear lesser liquid checked damage leakage none posted photographs defective normal one weight displayed clear indication would like emphasize damaged photographs edited
1089,awesome product worth price convenience taste amazing
1090,bought hair oil viewing many good comments product good enough first expensive second thing amount product low half bottle yes bottle completely filled oil cheating customers mamaearth trust fool people know brand good enough going buy product brand thumbs mamaearth onion oil
1091,titen watch good ladher belt quality poor length short ladher belt cracking months
1092,guys cant believe really work face like magic love memaearth bye bye one see n pic much difference brought feb march month face spots lighten n face became fair n dark spots r less love memaearth plz go n try value money
1093,fast absorbing non greasy face serum turmeric properties works well radiant skin vitamin c antioxidant properties supporting well reducing acne dark spots using last days far really working well say actual result soon need wait least days check actual results face brightens fine lines reduction
1094,personal feedback per preference bought watch along chaps watch found overall look functionality chaps better one dial look much attractive looks feels bulky big also big bezel steals away look although overall quality superb doubt watch titan decide urself attached couple pictures justify feedback
1095,using godrej soap long time fragrance soap really good refreshing fragrance last long bathing bathing skin becomes soft smooth soap amazon packing delivery really good got soap good deal soaps manufacturing date best months date pkd best soap best deal simply go without thinking twice packing soap quality fragrance delivery overall
1096,love minute noodle pros broken delivery doesnt really matter since prefer break pieces anyways cook family big pack really cost effective nestle maggi around many decades childhood consistent even braved recent questions raised quality product masala taste ever tasty cooks really fast ok let say mins cons though maggi comes atta noodles healthier maggi atta maggi quiet expensive normal maggi wish oats atta maggi would cheaper
1097,using red label since ages time back switched tata gold tea reason must say tata gold way cheaper tests much batter red label also quantity required make cup tea lesser compared red label reasons switch tata gold controversial advertising red label said people go kumbh mela abandon old age parents thse mncs come india make money us mock us tolerated support indian brands like tata patanjali dabur etc
1098,ordered got defective pieces frequent impairing mobile discrepancy sleep movement tracking horrible interface bought product parents wanted made india product guess product made china great work fastrack titan would given zero stars possibly could
1099,truly good deal market price per gram around flavor extremely good quite strong comes specially milk tea ask packaging quality say amazon much disappointed first time parceled via single poly bag cardboard box provided expected amazon luckily received package good conditions
1100,good long lasting depends u r sweat heee
1101,first made china product expecting godrej safe arrived dent chipped paint two places manual product obsolete instruction indicating program lock key key pad door align totally dissatisfied product quality
1102,average
1103,best soap available using decades move one ever
1104,reviewing ctc tea tricky everyone preferences flavour profiles one become accustomed often determines one reacts new tea purpose making milk tea particular brand quite good strong combination good colour definitely pleasing fragrance taste firm overpowering good option someone used tee leaves made likes wagh bakri slightly liquor wagh bakhri fragrance spectrum bit wider type likes tata agni similar robust bolder tea leaves may looking price point higher side may factor many said enjoy one good cup day worthy buy recommendation certainly worth try especially like good developed flavour cuppa
1105,felt burn eyebrows face wash cool pefume awesome got amazon offer
1106,sent looks like fake product lumps plus foul smell coming please take back refund money
1107,back ground grey color dial shown pitcher received gray shade entirly blue expected
1108,packet torn seems eaten eat shocked see poor quality check delivery kindly replace refund
1109,nice flavor melts easily perfect slices making pizza
1110,bad product worth zero star entire soap turn pasty mass one time use worth buying product second day onwards one scoop hand like cream apply baby bad manufacturing process soap better market form liquid body wash moreover soapy feel go body rinse worst teddy bar similar outcome better dermadew found best trials find good soap baby
1111,really liked packing soap remember soon unpacked surprising fresh smell coming amazing soap foam feels soft rich white moisturizes skin perfectly oily skin wanted soap balance skin moisture moisturizing drying skin soap pretty much also lasts good time also soaps give foaming capability soon become small one still gives great lather would recommend everyone
1112,awssm value money really happy
1113,issue quality ghee litre ghee supposed consumed span months product sent made dec already months passed means consume litre ghee span two months expecting fresh packet disappointed seller
1114,nice product cool looking must buy everyone prefer buy k
1115,good
1116,something wrong product currently using since years nd loved latest batches delivered seem fake quality deteriorated scent goes decreasing time use soap towards end feels smells like ordinary soap disappointed miss pure older millennium soap
1117,waste money buy results
1118,good buy good product best tooti frooti bought till
1119,loved face wash nice clean feel post use mostly used high end face products coz dry skin usually get market oily skin new fav well done himalaya
1120,product smells similar navarathna hair oil strong oil sticky applying three drops oil review usage months worst product hair fall increased lot brought product watching youtube influencer mumbaiker nikhil totally misguided never take suggestions influencers using since months result losing hair mama earth wasted money well damaged hair better provide solution return money
1121,tried product majorly name ingredients first time company able get product based ancient secret recipes dadi nani person like super dry skin perfect product hydrates skin thoroughly gives instant freshness like way ubtan gives good super dry super sensitive skin loved product kudos mamaearth amazing thought behind product
1122,rich purple red hued work semi permanenti really disliked smell strong
1123,looks really nice great wear formals surprise gift satisfied product
1124,nice
1125,using product time roommate planning order used forget time finally well last months use experience product use every night get shower morning pros oil non greasy pretty light good smell pungent awkward fragrance hair lump together hair oil products gives pretty good shine dark color helpful dandruff hairfall hairloss dense hair presence scalp visible time looks pretty dense cons find anything alli recommend people hairfall issues
1126,soap really hard find unless live certain parts find love antibacterial properties soap keeps skin really clean summer works wonders people like suffering hidradenitis smell bit putting basically smells like pine sol linger skin definetly worth try
1127,got little less value money price
1128,name speaks
1129,godrej lime value money soap soap gms soaps sold bundle soap dissolves less water ensures last long refreshing lemon fragrance good hot summer days
1130,use gel night cream quite happy make beauty queen overnight moisturizes skin non intrusive way thats need impact short time would naturally good replenishment especially summers thing think improve change packaging use bit high quality one cap quite sharp open close hurt operated carefully secondly tube usually habitually keep tube inverted cap take gel open cap hard cap thick gel work conjunction opens jerk throwing gel around wasting well messing things around times open cap cap top invert tube take learnt messes much careful patanjali sure needs work packaging front gel
1131,good bt last day every month showing incorrect date
1132,godrej sandal turmeric soaps extremely value money dissolve easily water resulting greater longevity sandal fragrance subtle keeps fresh bath package includes soaps gm thanks amazon pantry safe timely delivery
1133,daughter loves drink tastes delicious n healthy
1134,favorite premixed masala tea wish policy limited quantities product per customer removed
1135,plenty brands similar dettol question whether trust home product used mixture water rinsing clothes mopping floor spray liquid disinfect also part first aid box fresh lime fragrance smells great
1136,chocolate melt transit bhubaneswar melt transit bengaluru either love dark chocolate eat comfortably till amul wanted try ultimate found little bitter taste use make hot chocolate tastes much better hershey chop chocolate small pieces stir milk
1137,using taj mahal tea years since quality taj mahal tea gone tremendously gas stomach problems consuming taj mahal tea wanted shift better tea finding lot different brands assure best tea india always buy taste awesome drawback put lot tea used drinking strong tea otherwise awesome
1138,bought taking abroad wife wanted unfortunately trip postponed covid cannot comment taste yet though found kg packet costs rs g packet costs rs
1139,recieved defective product option replacement simply waste money seller amazon take responsibility defective product customer responsible defective product received craplooklike amazon cheating customer putting crap rules find time run behind consumer forum amazon taking advantage
1140,ive recived lovely watch like much comfort watches usually get little much dipressed buc hair get stucks chain able situation walking hitting hand getting pain happy recieve watch early
1141,always purchase tata agni leaf tea could observe quality taste difference lot time quality mark much difference previous current tata agni tea purchase going forward going buy tea waste money sure buyers observed
1142,taste better competitors kids love britannia go cheese milky mist
1143,used various brands available market bit never satisfied every time used purchase different product time decided purchase product writing review using product tried product recommend try going subscribe product found made product scent excellent keeps fresh issues skin giving startfm content determines quality soap high tfm
1144,fresh quality tee leaves
1145,waste moneyi like think old stock
1146,ok
1147,good usual
1148,good watch bought reasonable price sale
1149,using days reviewing pros godrej superb ultimately made india product indian brand low power consumption star rated energy saving reduce electicity bill cons orderd refrigerator base drawer spend quality base drawer plastic much poor ice tray also small quality plastic good overall value money
1150,damaged per photo came plastic wrapper coke written sure happened due transit manufacturing however satisfied ordered product love original taste might get value product viraj mohan
1151,good taste feel rich aroma refreshing tasting several brands found tea premium flavor looking buy society premium tea moving forward
1152,good tea
1153,ordered arrived dec however opening seals noticed unusual detergent like smell smell like sandalwood oil seems either fraudulent product inserted container source maybe done unethical third party wanted return items toiletry product option unhappy purchase
1154,absolutely perfect product delivers exactly described flaws pleasant smell works like wonder follow instructions exactly lighten hair bleach advice wear gloves volume stain skin small criticism bottle little less product colour hair quite thick long hair easily get two bottles perfect
1155,ok strong taste
1156,set new password home mode key mentioned manual idot seller supplier double click clear button enter enter press lock three times enter new password enter lock done new password setit good safe
1157,nice product satisfied per expectations packaging also good n value money basket cute one got affordable price product r almost getting everything n gifted overall good one happy loved
1158,nice quality product great product buying product amazon pantry regularly thank amazon great quality products affordable rate
1159,color showup applying waste money
1160,nice fragrance soft feels refreshing using
1161,ok price fragrance average
1162,good
1163,nice quality
1164,best mango based cool drink available market price offline stores
1165,
1166,good
1167,everything excellent titan watch received fat needles shown missing dial quite different image shown amazon india probably item received different model anyway never mind get dial needles changed registered titan workshop
1168,discount provided seller information provided wrong
1169,highest tfm content grade soap recommended doctors though nivea launched soap flagship india days back fact might beaten cinthol terms quality price range cinthol best quality soap determined tfm content almost nivea cinthol nivea also moisturizes skin within along cleansing anyways best soaps available market little price differences please use soaps like pears fooling indian customers lowest tfm content google info
1170,think best watch comfortable wrist water resistant good looking stylish used long time watches comparetively good fastrack analog liked compatible user best watch also according price
1171,buying costly product even without cell least given cell
1172,taste resembles mango pulp solution tastes like natural mango able get natural mango shake season may preferred season mango juice like frooti etc
1173,well much month old almost teeth brushes product good start eating tasting rather baby way natural taste good applied bit teeth thn forgot kept buy satisfaction baby really small understands brush spit eat go
1174,bought product experiencing bad prickly heat thought menthol would help although feel minty feeling hoping still well pleased scent nice refreshing bearing like used males medicinal smelling feel though skin dry cracking prickly heat symptoms gone like product suggesting friends family
1175,love light texture light scent excellent results keeps looking youthful course miracles slow aging process feel removed expression lines starting show using quite almost year best product tried kind use makeup straight top fine
1176,firstly keeping mind budget soap pack really nice quality soap good lovely citrus smell tried godrej soaps one really refreshing summer days
1177,frankly ordered product seeing many good reviews honest review using days break skin feel light mositurized nothing marks uneven toneso purpose fading marks making glowing skin entertained far yet want wait till bottle use used light mositurising serum upcoming summers hopes helps
1178,seal brokenand totally damaged packet
1179,go started using spots face breakouts uneven skintone around days since started using noticed spots lighter see skintone getting even easily observe skin within minute downside smell pungent discomforting one
1180,nice soap good fragrance
1181,reading many great reviews eagerly waiting face wash opened tube half empty even packed disappointed
1182,good soap
1183,genuinely standard watch college graduate date someone interview suits scenarios bought amazon returned later getting better deal watch still even months fail impress must buy guy watch collection
