,review
890,fastrack sales service poor still awsm n stylish last half year
891,spicy young people like old children strong mixed normal tea
892,nothing gentle shampoo himalaya disclose entire ingredient list contains methylchloroisothiazolinone proven toxic cheat consumers like
893,bitter silple word need terrible word describe think go beyond cocao know two bars lighter note guys think twice ordering rd degree torture general public use might help military torture terrorists terrorist would speak everything eating return sugar jokes apart guys best cheapest get well done amul really india
894,scent
895,need feedback establishment amul pampering buds since decades lovely butter market ever use
896,value money got rs per piece
897,initially thought face wash waste money lather used anyways started noticing lot difference made soft n dry patches face reduced dry rather hydrate along cleaning best face wash people sensitive n dry
898,bad recommended
899,ghee market trans fats amul mother dairy nestle trans fats bad health surpirsingly patanajali ghee without trans fats
900,original society tea blue packet one salty make tea horrible premium price increased deteriorated
901,leaves hairs dry wash compulsary use conditioner
902,cintol years premium moisturizer etc sent lasts long sometimes feels long use
903,got genuine packaging safely handled band since face issue battery life performance functionalities like distance heart rate calorie steps tracker accurate displays call whatsapp texts notifications connected band iphone idea performs differently connected android smartphones battery life almost days fully charged sensors inside work finely band helps find phone lost tracks sleep well displayed phone hope helpful
904,tata tea premium regulary tata tea gold give try see strong flavour aroma tastes something different however could much difference rather like premium tea infact premium
905,first ordered got fake confirmed shopkeeper weight matched colour variation serial number logo contacted customer care service returned days reordered finally got original fastrack hope review helpful goutham kittu
906,hello everyone please buy looking moisturizer works great moisturizer job claims iam writing review usage realised ml available original website mamaearth figured purchasing ml original website mamaearth ingredients compare ingredients ml ml ml contains chemicals ml consists essential oils great scent ml bottle great coz chemicals added ml bottle essential oils might like hardly chemical added figured ml purchased used exactly bottle got looking buy another one went mamaearth original site figured would recommend compare ingredients buy
907,poor seems adulterated fake
908,ok expect tata tea gold tajmahal type average dust tea average aroma
909,ok
910,wonderful little produces enough lather
911,godrej failed deliver expected perfume spray lasted days day gas coming refill perfume getting kind perfume room buy also wrote complaint godrej consumer products regarding issue selling inferior meets reputation
912,leaves hairs dry wash compulsary use conditioner
913,experiencing bad prickly heat thought menthol would help although minty feeling hoping still well pleased scent nice refreshing bearing like used males medicinal smelling dry cracking prickly heat symptoms gone like suggesting friends family
914,got juice consumption practice health
915,basically chocolate everyone first tasted badly regretted buying tasted nowhere near chocolate would find market even slightest hint kind sweetness people would find gross ate could richness realised decadent chocolate chocolate
916,love longetivity purple could find every semi permanent dyes first turned really pretty bleach hair twice important bleach hair level total blonde dilute colour always take ratio blonder developer get best results
917,fack money westeg
918,opened bottles quantity fear may duplicate contaminated since already opened himalaya powder one may problem seller guidelines appointing seller
919,patanjali always awesome
920,much dettol burn doctor recommended dettol anyway use multiple ways regular use cuts bruises use add floor wash bucket cleaning needs
921,worst thing buy waste money land lead dry bath like name like millennium make millennium buy products like nutregena forest essential rather buying particular
922,bakwas jab mere pass aya date par ho chuka tha baby ke sath kyu khel rahe ho
923,writing review around days seems natural chemical free gentle job cleaning properly contains tea tree one favourite ingredients care give try definitely chemicals containing face washes even affordable compared natural brands available market
924,always used dettol handwash pink one always personally soften dettol handwash also foam development dettol
925,paid mrp n
926,tea rs per kg contain dust rate add dust ctc granules margin business still company providing sub standard ctc instead bopsm going yo buy
927,display big expected also functionality wise options also display horizontal perpendicular hand difficult view way used returned day comments portions noticed steps tracker updates lately step step update updating intervals expected conventional wristbands today market
928,godrej failed deliver expected perfume spray lasted days day gas coming refill perfume getting kind perfume room buy also wrote complaint godrej consumer products regarding issue selling inferior meets reputation
929,like band giving almost accurate heart rate battery life amoled top decent broad daylight reading may improved audio integrated give exciting factor
930,berry flavoured blast kids love best part perfectly fine swallow made safe ingredients toothpaste introduce kids mamaearth berry blast toothpaste safe toxin free kids love berry brushing one best flouride free tooth pastes available kids buying right away
931,review maggi review maggi iconic anyone born review large packs store open lasts longer regular eight closed disadvantage plastic usage regular tenconclusion going consume maggi longer period one finish ten within week buy regular large packs saves plastic pollution
932,never purchased variety always used dettol antiseptic liquid lock vanished local medicine stores moved online even difficult get one also however lots attempt got shaving purpose think equally antiseptic variety leaves freshness felling washing face leaves refreshing mixed bathing water much pleased variety buy future
933,thrice love
934,amul old trusted typically purchase mother dairy amul ghee depending upon one price per kg offer usual ghee issues delivery mumbai prime pantry complaints go disappointed
935,stars write negative review overpriced whereas print price also manufacturing expiry dates erased intentionally
936,hair oil viewing many comments enough first expensive second thing amount low half bottle yes bottle completely filled oil cheating customers mamaearth trust fool people know enough going buy thumbs mamaearth onion oil
937,n long lasting scent ok ok
938,ten sachets along measuring cup ml water make one cup tea per sachet individual preference found tea made girnar sachets tasty
939,careful image misleading looks like offering diff sizes talcum powder whereas seller gives one large size expecting receive diff sizes talcum powder big shock think seller must take note provide correct image
940,indefinite lockdown paneer definitely saviour best part expiry date almost days helps stock store paneer use need actually possible fresh dairy paneer soft like fresh paneer still tastes enough made tandoori chinese recipes block paneer keep reordering
941,ok price average
942,
943,paper boat juices excellent poor availability packet totally damaged
944,tried majorly name ingredients first company able get based ancient secret recipes dadi nani person like super dry perfect hydrates thoroughly gives instant freshness like way ubtan gives super dry super sensitive loved kudos mamaearth amazing thought behind
945,amazing
946,guys cant believe really work face like magic love memaearth bye bye one see n pic much difference brought feb march face spots lighten n face became fair n dark spots r love memaearth plz go n try value money
947,ends gives beautiful colour used style n brown lesser orangish kept fr long orange golden u experience storbing home cheap rate great results use britt simply wherever u want gloved n damge hair takecare u oil spa regularly lighter hair tends rough go follow instructions given usage change ur mts
948,amul famous slogan ofcourse favourite utterly butterly delicious amul
949,easy operate installation head breaking thing repeated calls godrej customer care finally came days charged rupees installation small stuff light weight hence needs mounted cupboard wall otherwise light enough carried run best thing got deal
950,nice price wonderful happy purchase
951,tempered seal broken developer bottle shampoo conditioner even shampoo oil disappointed
952,one best disinfectant ever used strong menthol love multipurpose liquid used clean laundry wipe floor used shaving cleanse razor kitchen bathroom cleaning added bathing water taking bath mind menthol mind old detail antiseptic liquid comes clear bottle green cap handy cuts wounds disinfectant liquid used household cleaning use washing machine along normal liquid detergent let tell clothes amazing wash would recommend try like strong menthol love stars
953,
954,nice fragerance different varient pure sandalwood oil used sandalwood varient improving complexion update rose n jasmine typeone oldest
955,trying different onion oil hair hair healthy literally changed texture scalp really happy results comes nice colorful packaging definitely recommend one everyone looking onion oil reviews follow instagram insi lovemyself
956,recently visited relative dubai tasted society masala tea st simply loved found real ingredients like cinnamon cardamom ginger etc written box ordered tea india got back shocked see real ingredients box says added flovors disgusting find sold india exported abroad totally different wish could return tea unfortunately accept return food items
957,worst duplicate ghee parcel mixed many things ghee threw outside hate
958,firstly thanks delivering essential items lockdown red zones impossible think online deliveries current situation issues
959,gives burning sensation forget removal wrinkles ageing signs even got red pathes rashes face days use huge himalaya fan big
960,safe n intact first old dated products tea powder older ketchup also older ketchup used within kg ordered sir order purchased tata tea powder two months ago mfg date mfg productsloosing faith grocery order
961,first thought great value low price realised fake one guys diluted give money buy real rather saving money getting fake one
962,tasty tea long
963,came search vegan lotion however continue buying lightweight quickly absorbed live desert impressed much hydrates thank
964,tried making whipping cream really turned well used cake decoration turned really well
965,full chamical
966,perfect friend combination fab goes indian western outfits casual professional amazing
967,biscuits crushed throw half biscuit dusts total loss prime unhappy purchase
968,go dad year titan durable maintenance service battery hasnt died yet go price also reasonable
969,really started appreciating made really works well best part made safe ingredients baby enriched goodness goat milk oatmeal shea butter coconut based cleanser toddler feels soft bath shape perfect little one hold well tears formula working great gentle amazing highly recommend moisturizing bath mommies daddies specially recommend toddlers phase want independent bath
970,fantastic must essentials leaves frangrance clothes ofcourse hygeine wise plys marks
971,packet looks like leaked wet open seal last days starts strong within week fades
972,sometimes cause faceburn slightly highly sensitive may bcoz
973,zero rating old outdated soaps packaged teared box opened already request plz take back may cause disease plz policy otherwise contact consumer court planning pan test
974,tata agni tea value money mrp overall buy recommend buy go cheaper tea
975,
976,damaged found seal broken difference quantity bottle
977,best kids
978,gem father wrist years seen moderate use lot water lashes titan survivor father loves change leather straps due excessive use available cheap worth value
979,acne prone oily thought help reducing also stop breakouts reviewing use use
980,
981,convenient store one need buy every day assured curd fantastic store ltrs forget days
982,satisfy expectations upto mark brands check
983,looks really nice great wear formals surprise gift satisfied
984,looking nice
985,someone like always fancied upon getting hair getting coloured see people colored highlighted hair going parlor salon always hard budget living working middle class family finally decided get packets hair highlighter research surfing various youtube videos coming let review pros gives highlights kept minutes note minutes enough dark black hair stays months lightens months applying hair would suggest use henna mehendi hour hairs nourish hair also give result highlighted hairs personal tip satisfied colored highlighted hair want remove use anti dandruff shampoo times washing hair also godrej hair dye black available powder sachet also effective removing highlights cons one sachet enough even short hair purchase sachets want proper results note girl shoulder length hair would suggest sachets give much highlighted effect want get noticed others normal hair like chemical hair damages hair makes hair rough verdict ok give try want highlight hair home would rather suggest spending bucks get hair highlighted parlor salon results find review helpful please click yes helpful button
986,initially working fine stopped working thought might battery issue even battery replacement working internal parts wheels made plastic outrside looks sturdy waste cheap
987,society since many yearsalways flavour
988,
989,discount rs complaints delivered peak covid thank delivery person tried tested one best available india summer season deo
990,like day date system leather belt sogood belt could soft
991,air freshener smells
992,vegetables fruit turned black next day uv treatments sure tubes give access exposure worried idea use vegetables sanitization
993,looks premium dial bigger thought worth price probably steal deal go
994,goid mixed perfect fast service proud buyer
995,reasonable price sale
996,tasty tea long
997,fastrack best amazing stylish also pure value money
998,package cap shown picture naturally leaking box sure originality item returnable policy understood nature cases option return damaged item cloudtail expect experience
999,bitterresssssssstttt tastes bitter sugarhaving piece ordered finish months eat medicine dark chocolate loverslots minerals source antioxidants lowers bad cholesterols numerous benefits google friends heart high bp diebetic patients give father also may work antidepressant sweetner nutrient rich food first days difficult eat health wealth great work amul fit india movementdo discontinue production chocolate amul like cocoa retain permanent please give micronutrients information also chocolate
1000,
1001,superb shampoo soft n delicate hair years
1002,order thats past one year mfg date current mfg date sended
1003,love light texture light scent excellent results keeps looking youthful course miracles slow aging process removed expression lines starting show quite almost year best tried kind use makeup straight top fine
1004,overall deal packing swellings due pressure buildup complaints got rs cans highly recommended hope review helpful
1005,sexy smart many new features
1006,face wash amazing guys oily every face breaks first used within wash pimples gone jocking guys face wash wonders use two times daily waking morning going bed two months single pimple past two months every oily acne prone beauties recommend facewash
1007,love seriously mean selecting sure got gf long gf said u made choice got happy n seeing happy became happy thankzz products
1008,matter think patanjali products best ghee must every kitchen
1009,classic formal occasions satisfied service
1010,goid mixed perfect fast service proud buyer
1011,looking like tigress love
1012,hard paneer
1013,sexy smart many new features
1014,
1015,
1016,overall happy want maintain freshness toilet area make sure buy little quantities last longer frank opinion complaints would surely love go check disappoint
1017,damaged piece
1018,horrible normal tends dry winters ordered march enjoy healthier search herbal decided order regret rashes happens daz use could infer rashes becoz facewash skincare products reading review plz dont waste ur money get trapped marketing gimmick
1019,nice stylist belt excellent found weight g buying actual weight g
1020,never used hair white hairs husband recommended streax hair soft gel composition allow colour spread easily mild gentle hair say awesome hair become soft also looks natural
1021,love beautiful packaging thanks also
1022,yr diffrent consistency doubt original ml usual ml
1023,scope provided jar quotes use scope provided didnt receive measuring scope
1024,one best baby lotion market got rs himalaya need write anything himalaya products always best class
1025,ubtan facewash made turmeric liqurice extract excited use heard first facewash ubtan helps removing dead cells gives glow helpful repair sun damage tan protect tanning
1026,great
1027,goodness great like buy market fresh material packing bad point noticed rated staroverall remark purchase without doubt like use seeing price well market price
1028,
1029,seal cap opened also quantity seem actually written seal opened
1030,packet torn seems eaten eat shocked see poor check delivery kindly replace refund
1031,detailed images cover different image image upload image old cinthol little cinthol scent also old price range
1032,tea light flavour tastes people prefer strong flavour tea like
1033,winters extremely dry smells gud leaves soft supple n pea size enough used wet face gives little lather facewash price one
1034,exchange best price market everything went well doubt fact delivered promised date
1035,flavour aroma amazing simply mixing water gives thin consistency mix spoon milk powder get thickness milk feels like real tea also cheaper even wholesale compared companies
1036,prefer tata tea brooke bond taj mahal mild fresh aroma gives soothing effect relishes small quantity sufficient making tea play around basic tea consumed milk without itthe issue packaging would preferred plastic box packaging price would actually help preserving aroma prevent moisture one best tea everyday use cheers
1037,excellent dilute premix tried till test perfect difference found compare daily tea prepared tea milk sugar masala
1038,lots burning sensation definitely chemicals
1039,highest tfm content grade recommended doctors nivea launched flagship india days back fact might beaten cinthol terms price range cinthol best determined tfm content almost nivea cinthol nivea also moisturizes within along cleansing anyways best soaps available market little price differences please use soaps like pears fooling indian customers lowest tfm content google info
1040,superb love day started works like charm soft new born baby receive loads compliments day day thank much himalaya herbals big thanks lovely packing packaging well timely delivery found review helpful please click helpful let know divine thanks blessed
1041,love seriously mean selecting sure got gf long gf said u made choice got happy n seeing happy became happy thankzz products
1042,sheer waste money milk got curdled last two occasions ordered appears delivering packets hot season without adequate precaution spoils milk although packet states refrigeration required till opened however also mentions packets stored cool place thus careless transportation ordinary vehicle hot weather bound adverse impact milk
1043,tea great delivery charges ruins whole feels iy aint orth mrp delivery charges make double price thus worth
1044,packaging
1045,tata tea agni looking priced option tea tea strong add large qty make tea strong looking price best price kg lowest market last months recommended
1046,someone already opened
1047,go dad year titan durable maintenance service battery hasnt died yet go price also reasonable
1048,tea great delivery charges ruins whole feels iy aint orth mrp delivery charges make double price thus worth
1049,super
1050,awesome packaging done review pros easy carry touch screen absolutely smooth working mini safe primitive touch screen run volt battery well awesome developers designers done great job creating sleek stylish safe cons although safe looks great much space place enough valuables u place mobile wallet wristwatch space done inner layer safe made grossest material rough scratch back side iphone placed carefully wiring safe done default battery provided gp volt alkaline battery mine pretty much messyso sum fine occasional use routine thrifty enough spend bucks batteries stylish
1051,easy operate installation head breaking thing repeated calls godrej customer care finally came days charged rupees installation small stuff light weight hence needs mounted cupboard wall otherwise light enough carried run best thing got deal
1052,uselees teadont know method
1053,terrific scent pinkish yellowish colour white colour long n last think package design changed sure genuine highly recommended go ur choice sandal half price ponds n santoor
1054,always favourite accompaniment evening tea
1055,omron digital thermometer offers safe accurate quick temperature reading last years eliminates worries broken glass mercury hazards used oral rectal underarm temperature measurement digit degree celcius degree fahrenheit display degree increment gives pleasant beep measurement completed auto function approximately minutes use minutes used
1056,antiseptic like regular dettol disinfectant used mobbing floors used shaving purposes
1057,himalaya babycare baby lotion specially formulated restore natural beauty great enriched almond oil restore moisture olive oil improves luster yashtimadhu country mallow soothes contains herbal actives perfect baby highly recommend
1058,really freshening aroma could felt even opening parcel got
1059,know bottle duplicate discounted son daughter instant hair loss threw reverted johnson hair loss stopped another days use
1060,milk got spoiled boiled upto mark
1061,returned manufactured june buy nd oct expired one
1062,got delivery day thank really appreciate talking worth every penny although little heavy looks killer go family member like comes year warranty pretty
1063,love digital safe locker put important stuff inside box thing bulky material also seems strong heavy easy install mounted fixed put inside almera safer keeping cash passport valuable stuff lookwise also classy touch proper colored led display works battery power consumption low set passcode digits like beep sound whenever press keys addition also emergency keys overall calm ever since digital safe arrived course manage things peace mind according needs earlier never ever used kind digital safe started found exactly expected truly big value money would highly recommend everyone read review greets please click helpful button like review thank
1064,awesome truly genuine
1065,best always
1066,start safe arrived low battery message meaning could anything else go get new batteries new item get things order safe works well serves purpose however manual provided obsolete instructions match solutions posted online either want program safe figure customer service personnel helpful either kept trying force get technician come house cost rs program device completely defeats purpose online shopping fall rather ridiculous big like godrej case anyone else needs program home code able hope works instructions indicate press actually means lock instructions indicate try pressing clear every pressed got error message go steps listed change personal code home mode need access programming pg code means different features program go steps change numbers suit get last digit instructions written book figure last digit change going programming changing last number able go back change personal code home mode set password lock go back programming change last digit back originally luck
1067,
1068,okay
1069,liked
1070,bad hair falling increase much order shampoo mask oil nothing stop hairfallafter wash hair falling badly
1071,one best products highly recommended
1072,pricey comes price free chemicals healthy option gives results acne prone face days cleanses face well quantity required also b face wash years come
1073,nice hair wow smooth overall
1074,mom favorite godrej wife choose model buy one recently delivery delivery boy never ask money really professional buy verify price local also godrej shop price rupee get k suggestion never buy local shops also pay extra money toli vara delivery charges might give extra ice tray still best pros cons providepros beautyfull colorfull direct cool large vegetables rack absolute zero noise cons backside open remove water store clean water one ice tray ice lover sad recently get one review post another review use till stay tune searching reading reviews
1075,new mom trust every second important society one minute tea saves lot wait tea boil anything cup hot water tea bag need
1076,
1077,loved comparison right market flavour chocolate milk drink hersheys chocolate syrup come close expensive different purpose
1078,nice dial looking awesome liked much
1079,feels appears bit hard although price wise cheap personally like
1080,rates
1081,great shampoo sulfate free mild soothing make sure take lot usually sufficient also rub palms together create soft lather rub scalp hair important really useful curly hair gentle enough little one
1082,fastrack best amazing stylish also pure value money
1083,big fan mama earth products generally places order nykaa thought giving try highly disappointed seems like copied original mama earth scent bad cream broke badly like original expect pricier side
1084,curly hair recovering heat damage hence went natural months ago needed cg friendly shampoo one job consistency thick like shampoo clear liquid since baby shampoo adult may require ml shampoo one use given price worth leaves hair scalp feeling clean
1085,himalaya baby products par johnson products almost half price baby powder exception although used calming j j baby seem like enough overall job packaging need little improvement package crushed safe delivery always
1086,
1087,bad code work suddenly trying open override key n open tried calling customer care n say charged rs technician visit months bad
1088,cans coke one seemed lighter normal immediately clear lesser liquid checked damage leakage none posted photographs defective normal one weight displayed clear indication would like emphasize damaged photographs edited
1089,awesome worth price convenience amazing
1090,hair oil viewing many comments enough first expensive second thing amount low half bottle yes bottle completely filled oil cheating customers mamaearth trust fool people know enough going buy thumbs mamaearth onion oil
1091,titen ladher belt poor length short ladher belt cracking months
1092,guys cant believe really work face like magic love memaearth bye bye one see n pic much difference brought feb march face spots lighten n face became fair n dark spots r love memaearth plz go n try value money
1093,fast absorbing non greasy face serum turmeric properties works well radiant vitamin c antioxidant properties supporting well reducing acne dark spots last days far really working well say actual result soon need wait least days check actual results face brightens fine lines reduction
1094,personal feedback per preference along chaps found overall functionality chaps one dial much attractive looks feels bulky big also big bezel steals away although overall superb doubt titan decide urself attached couple pictures justify feedback
1095,godrej long really refreshing last long bathing bathing becomes soft smooth packing delivery really got deal soaps manufacturing date best months date pkd best best deal simply go without thinking twice packing delivery overall
1096,love minute noodle pros broken delivery doesnt really matter since prefer break pieces anyways cook family big really cost effective nestle maggi around many decades childhood consistent even braved recent questions raised masala ever tasty cooks really fast ok let say mins cons maggi comes atta noodles healthier maggi atta maggi quiet expensive normal maggi wish oats atta maggi would cheaper
1097,red label since ages back switched tata gold tea reason must say tata gold way cheaper tests much batter red label also quantity required make cup tea lesser compared red label reasons switch tata gold controversial advertising red label said people go kumbh mela abandon old age parents thse mncs come india make money us mock us tolerated support indian brands like tata patanjali dabur etc
1098,ordered got defective pieces frequent impairing mobile discrepancy sleep movement tracking horrible interface parents wanted made india guess made china great work fastrack titan would given zero stars possibly could
1099,truly deal market price per gram around flavor extremely quite strong comes specially milk tea ask packaging say much disappointed first parceled via single poly bag cardboard box provided expected luckily package conditions
1100,long lasting depends u r sweat heee
1101,first made china expecting godrej safe arrived dent chipped paint two places manual obsolete instruction indicating program lock key key pad door align totally dissatisfied
1102,average
1103,best available decades move one ever
1104,reviewing ctc tea tricky everyone preferences flavour profiles one become accustomed often determines one reacts new tea purpose making milk tea particular quite strong combination colour definitely pleasing firm overpowering option someone used tee leaves made likes wagh bakri slightly liquor wagh bakhri spectrum bit wider type likes tata agni similar robust bolder tea leaves may looking price point higher side may factor many said enjoy one cup day worthy buy recommendation certainly worth try especially like developed flavour cuppa
1105,felt burn eyebrows face wash cool pefume awesome got offer
1106,sent looks like fake lumps plus foul coming please take back refund money
1107,back ground grey dial shown pitcher gray shade entirly blue expected
1108,packet torn seems eaten eat shocked see poor check delivery kindly replace refund
1109,nice flavor melts easily perfect slices making pizza
1110,bad worth zero star entire turn pasty mass one use worth buying second day onwards one scoop hand like cream apply baby bad manufacturing process market form liquid body wash moreover soapy go body rinse worst teddy bar similar outcome dermadew found best trials find baby
1111,really liked packing remember soon unpacked surprising fresh coming amazing foam feels soft rich white moisturizes perfectly oily wanted balance moisture moisturizing drying pretty much also lasts also soaps give foaming capability soon become small one still gives great lather would recommend everyone
1112,awssm value money really happy
1113,issue ghee litre ghee supposed consumed span months sent made dec already months passed means consume litre ghee span two months expecting fresh packet disappointed seller
1114,nice cool looking must buy everyone prefer buy k
1115,
1116,something wrong currently since years nd loved latest batches delivered seem fake deteriorated scent goes decreasing use towards end feels smells like ordinary disappointed miss pure older millennium
1117,waste money buy results
1118,buy best tooti frooti till
1119,loved face wash nice clean post use mostly used high end face products coz dry usually get market oily new fav well done himalaya
1120,smells similar navarathna hair oil strong oil sticky applying three drops oil review usage months worst hair fall increased lot brought watching youtube influencer mumbaiker nikhil totally misguided never take suggestions influencers since months result losing hair mama earth wasted money well damaged hair provide solution return money
1121,tried majorly name ingredients first company able get based ancient secret recipes dadi nani person like super dry perfect hydrates thoroughly gives instant freshness like way ubtan gives super dry super sensitive loved kudos mamaearth amazing thought behind
1122,rich purple red hued work semi permanenti really disliked strong
1123,looks really nice great wear formals surprise gift satisfied
1124,nice
1125,roommate planning order used forget finally well last months use experience use every night get shower morning pros oil non greasy pretty light pungent awkward hair lump together hair oil products gives pretty shine dark helpful dandruff hairfall hairloss dense hair presence scalp visible looks pretty dense cons find anything alli recommend people hairfall issues
1126,really hard find unless live certain parts find love antibacterial properties keeps really clean summer works wonders people like suffering hidradenitis bit putting basically smells like pine sol linger definetly worth try
1127,got little value money price
1128,name speaks
1129,godrej lime value money gms soaps sold bundle dissolves water ensures last long refreshing lemon hot summer days
1130,use gel night cream quite happy make beauty queen overnight moisturizes non intrusive way thats need impact short would naturally replenishment especially summers thing think improve change packaging use bit high one cap quite sharp open close hurt operated carefully secondly tube usually habitually keep tube inverted cap take gel open cap hard cap thick gel work conjunction opens jerk throwing gel around wasting well messing things around times open cap cap top invert tube take learnt messes much careful patanjali sure needs work packaging front gel
1131,bt last day every showing incorrect date
1132,godrej sandal turmeric soaps extremely value money dissolve easily water resulting greater longevity sandal subtle keeps fresh bath package includes soaps gm thanks pantry safe timely delivery
1133,daughter loves drink tastes delicious n healthy
1134,favorite premixed masala tea wish policy limited quantities per customer removed
1135,plenty brands similar dettol question whether trust home used mixture water rinsing clothes mopping floor spray liquid disinfect also part first aid box fresh lime smells great
1136,chocolate melt transit bhubaneswar melt transit bengaluru either love dark chocolate eat comfortably till amul wanted try ultimate found little bitter use make hot chocolate tastes much hershey chop chocolate small pieces stir milk
1137,taj mahal tea years since taj mahal tea gone tremendously gas stomach problems consuming taj mahal tea wanted shift tea finding lot different brands assure best tea india always buy awesome drawback put lot tea used drinking strong tea otherwise awesome
1138,taking abroad wife wanted unfortunately trip postponed covid cannot comment yet found kg packet costs rs g packet costs rs
1139,recieved defective option replacement simply waste money seller take responsibility defective customer responsible defective craplooklike cheating customer putting crap rules find run behind consumer forum taking advantage
1140,ive recived lovely like much comfort watches usually get little much dipressed buc hair get stucks chain able situation walking hitting hand getting pain happy recieve early
1141,always purchase tata agni leaf tea could observe difference lot mark much difference previous current tata agni tea purchase going forward going buy tea waste money sure buyers observed
1142,competitors kids love britannia go cheese milky mist
1143,used various brands available market bit never satisfied every used purchase different decided purchase writing review tried recommend try going subscribe found made scent excellent keeps fresh issues giving startfm content determines high tfm
1144,fresh tee leaves
1145,waste moneyi like think old stock
1146,ok
1147,usual
1148,reasonable price sale
1149,days reviewing pros godrej superb ultimately made india indian low power consumption star rated energy saving reduce electicity bill cons orderd refrigerator base drawer spend base drawer plastic much poor ice tray also small plastic overall value money
1150,damaged per photo came plastic wrapper coke written sure happened due transit manufacturing however satisfied ordered love original might get value viraj mohan
1151,rich aroma refreshing tasting several brands found tea premium flavor looking buy society premium tea moving forward
1152,tea
1153,ordered arrived dec however opening seals noticed unusual detergent like like sandalwood oil seems either fraudulent inserted container source maybe done unethical third party wanted return items toiletry option unhappy purchase
1154,absolutely perfect delivers exactly described flaws pleasant works like wonder follow instructions exactly lighten hair bleach advice wear gloves volume stain small criticism bottle little colour hair quite thick long hair easily get two bottles perfect
1155,ok strong
1156,set new password home mode key mentioned manual idot seller supplier double click clear button enter enter press lock three times enter new password enter lock done new password setit safe
1157,nice satisfied per expectations packaging also n value money basket cute one got affordable price r almost getting everything n gifted overall one happy loved
1158,nice great buying pantry regularly thank great products affordable rate
1159,showup applying waste money
1160,nice soft feels refreshing
1161,ok price average
1162,
1163,nice
1164,best mango based cool drink available market price offline stores
1165,
1166,
1167,everything excellent titan fat needles shown missing dial quite different image shown india probably item different model anyway never mind get dial needles changed registered titan workshop
1168,discount provided seller information provided wrong
1169,highest tfm content grade recommended doctors nivea launched flagship india days back fact might beaten cinthol terms price range cinthol best determined tfm content almost nivea cinthol nivea also moisturizes within along cleansing anyways best soaps available market little price differences please use soaps like pears fooling indian customers lowest tfm content google info
1170,think best comfortable wrist water resistant looking stylish used long watches comparetively fastrack analog liked compatible user best also according price
1171,buying costly even without cell least given cell
1172,resembles mango pulp solution tastes like natural mango able get natural mango shake season may preferred season mango juice like frooti etc
1173,well much old almost teeth brushes start eating tasting rather baby way natural applied bit teeth thn forgot kept buy satisfaction baby really small understands brush spit eat go
1174,experiencing bad prickly heat thought menthol would help although minty feeling hoping still well pleased scent nice refreshing bearing like used males medicinal smelling dry cracking prickly heat symptoms gone like suggesting friends family
1175,love light texture light scent excellent results keeps looking youthful course miracles slow aging process removed expression lines starting show quite almost year best tried kind use makeup straight top fine
1176,firstly keeping mind budget really nice lovely citrus tried godrej soaps one really refreshing summer days
1177,frankly ordered seeing many reviews honest review days break light mositurized nothing marks uneven toneso purpose fading marks making glowing entertained far yet want wait till bottle use used light mositurising serum upcoming summers hopes helps
1178,seal brokenand totally damaged packet
1179,go started spots face breakouts uneven skintone around days since started noticed spots lighter see skintone getting even easily observe within minute downside pungent discomforting one
1180,nice
1181,reading many great reviews eagerly waiting face wash opened tube half empty even packed disappointed
1182,
1183,genuinely standard college graduate date someone interview suits scenarios returned later getting deal still even months fail impress must buy guy collection
1184,pros natural strawberry flavour sls fluoride free toothpaste vegan claims plastic responsible cons none found last months verdict recommended toothpaste kids year son likes strawberry flavour quite noticeable brushing kid wish available single instead minimum qty since takes quite lot finish tube taking peanut size portion brushingif think review helpful forget click helpful link review
1185,waiting long long get hands post pandemic still difficult find local stores online shops finally available extreme useful versatile liquid home used first aids bathing shaving disinfecting clothes even floor cleaning dilute liquid per instructions mentioned label contains chlorhexidine gluconate solution p v v strong cetrimide solution b p equivalent cetrimide p w v provide antiseptic disinfectant properties duo effective dettol original brown liquid chloroxylenol also sting applying also multipurpose disinfectant cleaner savlon compete dettol multipurpose liquid green blue bottle suitable disinfectant want nice also lot expensive https www dp b cl p j stick original savlon want much
1186,tea awesome rich refreshing definitely buy
1187,caused much pimples dry sensitive would recommend vlcc type atleast side effects disappointed mamaearth hell lot expectations
1188,perfect friend combination fab goes indian western outfits casual professional amazing
1189,chocolate lovers love chocolate p said chocolate lovers sugar lovers absolutely one best dark chocolates india go die hard fan cocoa order delivered absolutely fresh finest state
1190,mamaearth products made natural ingredients contain mulberry extract vitamin c mulberry extract used treat hyperpigmentation vitamin c heals sun damage repairs damaged cells suits types free mineral oil paraben reduces dark spots blemishes controls melanin pump dispenser great travelling used moisturiser
1191,absolutely perfume blue colour transparent shown cinthol ad total waste
1192,reading many great reviews eagerly waiting face wash opened tube half empty disappointed
1193,dettol nice contains antibacterial properties antiseptic properties kills bacteria dettol available many nice use take bath dettol feels refreshed dettol sops especially made kiling bacteria present also useful handwashing dettol dettol hand wash also nice recommend every body use dettol contains nice thank reading review hope may help make best choice
1194,nice dial looking awesome liked much
1195,satisfied value get sale itemsin condition mf date u gift baby
1196,believe name given premium literally nothing like premium putting six seven spoons still plzzz aware go name
1197,strong flavour low price falsely advertised premium leaf granular almost like coffee grounds grains smaller standard ctc something like dust tea
1198,best dear amazonplease keep providing best services people like
1199,father liked much
1200,gloves user manual mentioned inside need check many days remains offer price
